segment_local_departure_date,meal_time,cabin_class,meal_name,segment,year_month,meal_pref
2024-12-30 00:00:00,Dinner,Y,"four cheese ravioli,beef bolognese, large cass",AKL BKK,2024-12,Beef
2024-12-30 00:00:00,Lunch,Y,Paneer Briyani,AKL BKK,2024-12,Vegetarian
2024-12-30 00:00:00,Lunch,Y,"Grilled chicken, garlic mushroom sauce, oven baked herb veg,herb potato",AKL BKK,2024-12,Chicken
2024-12-30 00:00:00,Lunch,Y,"Gaeng phed neau,red curry beef,vegetable,rice,mini eggplant,fried basil,large cass",AKL BKK,2024-12,Beef
2024-12-31 00:00:00,Dinner,F,"MM23-2,beef cheek,polenta,braodbean,snow pea tendril,tarragon",AKL BKK,2024-12,Beef
2024-12-31 00:00:00,Dinner,F,"Grilled lamb chops, red wine sauce, bell pepper, carrot, zucchini mashed potatoes",AKL BKK,2024-12,Lamb
2024-12-31 00:00:00,Dinner,F,"Roasted salmon, fennel, dill potatoes, pomegranate, lemon vinaigrette",AKL BKK,2024-12,Seafood
2024-12-31 00:00:00,Lunch,F,"Braised beef cheek,roasted seasonal vegetables,seared green asparagus,red wine sauce,SWP",AKL BKK,2024-12,Beef
2024-12-31 00:00:00,Lunch,F,"AKL, hapuka, hot bean sauce, carrot, bok choy, capsicum",AKL BKK,2024-12,Seafood
2024-12-31 00:00:00,Lunch,F,"AKL/CHC,hazlenut dukkah,salmon,roast fennel,tomato,potato,parsnip mash",AKL BKK,2024-12,Seafood
2024-12-31 00:00:00,Lunch,F,"Chicken rogan josh,vegetable jalfrezi,bengali khatta begun,tadka moong dal,basmati rice",AKL BKK,2024-12,Chicken
2024-12-31 00:00:00,Dinner,J,"Congee prawn,fish fillet,scallop,cruller,",AKL BKK,2024-12,Seafood
2024-12-31 00:00:00,Dinner,J,"Wokfried chicken,sesame oil ginger,vegetable,egg noodle",AKL BKK,2024-12,Chicken
2024-12-31 00:00:00,Dinner,J,"Beef lasagne,puttanesca sauce, salad",AKL BKK,2024-12,Beef
2024-12-31 00:00:00,Lunch,J,"Grilled salmon,roasted fennel, millet salad, parsley crumbs, lemon butter sauce",AKL BKK,2024-12,Seafood
2024-12-31 00:00:00,Lunch,J,"cider roasted pork,polenta,caramelised apple, green beans",AKL BKK,2024-12,Pork
2024-12-31 00:00:00,Lunch,J,"Indian chicken biryani,raita,pappadum",AKL BKK,2024-12,Chicken
2024-12-31 00:00:00,Lunch,J,"Confit duck,braised red cabbage,raisins,baby carrots,duck jus",AKL BKK,2024-12,Chicken
2024-12-31 00:00:00,Dinner,S,"Braised pork,mustard sage sauce,roasted potatoes,carrots,peas",AKL BKK,2024-12,Pork
2024-12-31 00:00:00,Dinner,S,"AKL/CHC, Chicken tikka masala,basmati rice, spinach dhal",AKL BKK,2024-12,Chicken
2024-12-31 00:00:00,Lunch,S,"AKL/CHC, beef fillet, gratin, roasted vegetable, honey glazed carrot, wholegrain jus",AKL BKK,2024-12,Beef
2024-12-31 00:00:00,Lunch,S,"Stirfried chicken hot bean sauce,vegetable,XO fried rice,",AKL BKK,2024-12,Chicken
2024-12-31 00:00:00,Dinner,Y,"Dosai masala,vadai,sambar,coriander chutney,large cass",AKL BKK,2024-12,Vegetarian
2024-12-31 00:00:00,Dinner,Y,"four cheese ravioli,beef bolognese, large cass",AKL BKK,2024-12,Beef
2024-12-31 00:00:00,Dinner,Y,"Stirfried chicken oyster mushroom,egg noodle,large cass",AKL BKK,2024-12,Chicken
2024-12-31 00:00:00,Lunch,Y,"Grilled chicken, garlic mushroom sauce, oven baked herb veg,herb potato",AKL BKK,2024-12,Chicken
2024-12-31 00:00:00,Lunch,Y,Paneer Briyani,AKL BKK,2024-12,Vegetarian
2024-12-31 00:00:00,Lunch,Y,"Gaeng phed neau,red curry beef,vegetable,rice,mini eggplant,fried basil,large cass",AKL BKK,2024-12,Beef
2025-01-01 00:00:00,Dinner,F,"Roasted salmon, fennel, dill potatoes, pomegranate, lemon vinaigrette",AKL BKK,2025-01,Seafood
2025-01-01 00:00:00,Dinner,F,"Grilled lamb chops, red wine sauce, bell pepper, carrot, zucchini mashed potatoes",AKL BKK,2025-01,Lamb
2025-01-01 00:00:00,Dinner,F,"MM23-2,beef cheek,polenta,braodbean,snow pea tendril,tarragon",AKL BKK,2025-01,Beef
2025-01-01 00:00:00,Lunch,F,"Chicken rogan josh,vegetable jalfrezi,bengali khatta begun,tadka moong dal,basmati rice",AKL BKK,2025-01,Chicken
2025-01-01 00:00:00,Lunch,F,"AKL, hapuka, hot bean sauce, carrot, bok choy, capsicum",AKL BKK,2025-01,Seafood
2025-01-01 00:00:00,Lunch,F,"Braised beef cheek,roasted seasonal vegetables,seared green asparagus,red wine sauce,SWP",AKL BKK,2025-01,Beef
2025-01-01 00:00:00,Lunch,F,"AKL/CHC,hazlenut dukkah,salmon,roast fennel,tomato,potato,parsnip mash",AKL BKK,2025-01,Seafood
2025-01-01 00:00:00,Dinner,J,"Congee prawn,fish fillet,scallop,cruller,",AKL BKK,2025-01,Seafood
2025-01-01 00:00:00,Dinner,J,"Wokfried chicken,sesame oil ginger,vegetable,egg noodle",AKL BKK,2025-01,Chicken
2025-01-01 00:00:00,Dinner,J,"Beef lasagne,puttanesca sauce, salad",AKL BKK,2025-01,Beef
2025-01-01 00:00:00,Lunch,J,"cider roasted pork,polenta,caramelised apple, green beans",AKL BKK,2025-01,Pork
2025-01-01 00:00:00,Lunch,J,"Confit duck,braised red cabbage,raisins,baby carrots,duck jus",AKL BKK,2025-01,Chicken
2025-01-01 00:00:00,Lunch,J,"Grilled salmon,roasted fennel, millet salad, parsley crumbs, lemon butter sauce",AKL BKK,2025-01,Seafood
2025-01-01 00:00:00,Lunch,J,"Indian chicken biryani,raita,pappadum",AKL BKK,2025-01,Chicken
2025-01-01 00:00:00,Dinner,S,"Braised pork,mustard sage sauce,roasted potatoes,carrots,peas",AKL BKK,2025-01,Pork
2025-01-01 00:00:00,Dinner,S,"AKL/CHC, Chicken tikka masala,basmati rice, spinach dhal",AKL BKK,2025-01,Chicken
2025-01-01 00:00:00,Lunch,S,"AKL/CHC, beef fillet, gratin, roasted vegetable, honey glazed carrot, wholegrain jus",AKL BKK,2025-01,Beef
2025-01-01 00:00:00,Lunch,S,"Stirfried chicken hot bean sauce,vegetable,XO fried rice,",AKL BKK,2025-01,Chicken
2025-01-01 00:00:00,Dinner,Y,"Dosai masala,vadai,sambar,coriander chutney,large cass",AKL BKK,2025-01,Vegetarian
2025-01-01 00:00:00,Dinner,Y,"Stirfried chicken oyster mushroom,egg noodle,large cass",AKL BKK,2025-01,Chicken
2025-01-01 00:00:00,Dinner,Y,"four cheese ravioli,beef bolognese, large cass",AKL BKK,2025-01,Beef
2025-01-01 00:00:00,Lunch,Y,"Grilled chicken, garlic mushroom sauce, oven baked herb veg,herb potato",AKL BKK,2025-01,Chicken
2025-01-01 00:00:00,Lunch,Y,Paneer Briyani,AKL BKK,2025-01,Vegetarian
2025-01-01 00:00:00,Lunch,Y,"Gaeng phed neau,red curry beef,vegetable,rice,mini eggplant,fried basil,large cass",AKL BKK,2025-01,Beef
2025-01-02 00:00:00,Dinner,F,"MM23-2,beef cheek,polenta,braodbean,snow pea tendril,tarragon",AKL BKK,2025-01,Beef
2025-01-02 00:00:00,Dinner,F,"Roasted salmon, fennel, dill potatoes, pomegranate, lemon vinaigrette",AKL BKK,2025-01,Seafood
2025-01-02 00:00:00,Dinner,F,"Grilled lamb chops, red wine sauce, bell pepper, carrot, zucchini mashed potatoes",AKL BKK,2025-01,Lamb
2025-01-02 00:00:00,Lunch,F,"AKL, hapuka, hot bean sauce, carrot, bok choy, capsicum",AKL BKK,2025-01,Seafood
2025-01-02 00:00:00,Lunch,F,"Chicken rogan josh,vegetable jalfrezi,bengali khatta begun,tadka moong dal,basmati rice",AKL BKK,2025-01,Chicken
2025-01-02 00:00:00,Lunch,F,"Braised beef cheek,roasted seasonal vegetables,seared green asparagus,red wine sauce,SWP",AKL BKK,2025-01,Beef
2025-01-02 00:00:00,Lunch,F,"AKL/CHC,hazlenut dukkah,salmon,roast fennel,tomato,potato,parsnip mash",AKL BKK,2025-01,Seafood
2025-01-02 00:00:00,Dinner,J,"Wokfried chicken,sesame oil ginger,vegetable,egg noodle",AKL BKK,2025-01,Chicken
2025-01-02 00:00:00,Dinner,J,"Beef lasagne,puttanesca sauce, salad",AKL BKK,2025-01,Beef
2025-01-02 00:00:00,Dinner,J,"Congee prawn,fish fillet,scallop,cruller,",AKL BKK,2025-01,Seafood
2025-01-02 00:00:00,Lunch,J,"Grilled salmon,roasted fennel, millet salad, parsley crumbs, lemon butter sauce",AKL BKK,2025-01,Seafood
2025-01-02 00:00:00,Lunch,J,"Indian chicken biryani,raita,pappadum",AKL BKK,2025-01,Chicken
2025-01-02 00:00:00,Lunch,J,"cider roasted pork,polenta,caramelised apple, green beans",AKL BKK,2025-01,Pork
2025-01-02 00:00:00,Lunch,J,"Confit duck,braised red cabbage,raisins,baby carrots,duck jus",AKL BKK,2025-01,Chicken
2025-01-02 00:00:00,Dinner,S,"AKL/CHC, Chicken tikka masala,basmati rice, spinach dhal",AKL BKK,2025-01,Chicken
2025-01-02 00:00:00,Dinner,S,"Braised pork,mustard sage sauce,roasted potatoes,carrots,peas",AKL BKK,2025-01,Pork
2025-01-02 00:00:00,Lunch,S,"Stirfried chicken hot bean sauce,vegetable,XO fried rice,",AKL BKK,2025-01,Chicken
2025-01-02 00:00:00,Lunch,S,"AKL/CHC, beef fillet, gratin, roasted vegetable, honey glazed carrot, wholegrain jus",AKL BKK,2025-01,Beef
2025-01-02 00:00:00,Dinner,Y,"Stirfried chicken oyster mushroom,egg noodle,large cass",AKL BKK,2025-01,Chicken
2025-01-02 00:00:00,Dinner,Y,"Dosai masala,vadai,sambar,coriander chutney,large cass",AKL BKK,2025-01,Vegetarian
2025-01-02 00:00:00,Dinner,Y,"four cheese ravioli,beef bolognese, large cass",AKL BKK,2025-01,Beef
2025-01-02 00:00:00,Lunch,Y,"Gaeng phed neau,red curry beef,vegetable,rice,mini eggplant,fried basil,large cass",AKL BKK,2025-01,Beef
2025-01-02 00:00:00,Lunch,Y,Paneer Briyani,AKL BKK,2025-01,Vegetarian
2025-01-02 00:00:00,Lunch,Y,"Grilled chicken, garlic mushroom sauce, oven baked herb veg,herb potato",AKL BKK,2025-01,Chicken
2025-01-03 00:00:00,Dinner,F,"Grilled lamb chops, red wine sauce, bell pepper, carrot, zucchini mashed potatoes",AKL BKK,2025-01,Lamb
2025-01-03 00:00:00,Dinner,F,"MM23-2,beef cheek,polenta,braodbean,snow pea tendril,tarragon",AKL BKK,2025-01,Beef
2025-01-03 00:00:00,Dinner,F,"Roasted salmon, fennel, dill potatoes, pomegranate, lemon vinaigrette",AKL BKK,2025-01,Seafood
2025-01-03 00:00:00,Lunch,F,"Chicken rogan josh,vegetable jalfrezi,bengali khatta begun,tadka moong dal,basmati rice",AKL BKK,2025-01,Chicken
2025-01-03 00:00:00,Lunch,F,"AKL, hapuka, hot bean sauce, carrot, bok choy, capsicum",AKL BKK,2025-01,Seafood
2025-01-03 00:00:00,Lunch,F,"Braised beef cheek,roasted seasonal vegetables,seared green asparagus,red wine sauce,SWP",AKL BKK,2025-01,Beef
2025-01-03 00:00:00,Lunch,F,"AKL/CHC,hazlenut dukkah,salmon,roast fennel,tomato,potato,parsnip mash",AKL BKK,2025-01,Seafood
2025-01-03 00:00:00,Dinner,J,"Wokfried chicken,sesame oil ginger,vegetable,egg noodle",AKL BKK,2025-01,Chicken
2025-01-03 00:00:00,Dinner,J,"Congee prawn,fish fillet,scallop,cruller,",AKL BKK,2025-01,Seafood
2025-01-03 00:00:00,Dinner,J,"Beef lasagne,puttanesca sauce, salad",AKL BKK,2025-01,Beef
2025-01-03 00:00:00,Lunch,J,"Grilled salmon,roasted fennel, millet salad, parsley crumbs, lemon butter sauce",AKL BKK,2025-01,Seafood
2025-01-03 00:00:00,Lunch,J,"Confit duck,braised red cabbage,raisins,baby carrots,duck jus",AKL BKK,2025-01,Chicken
2025-01-03 00:00:00,Lunch,J,"cider roasted pork,polenta,caramelised apple, green beans",AKL BKK,2025-01,Pork
2025-01-03 00:00:00,Lunch,J,"Indian chicken biryani,raita,pappadum",AKL BKK,2025-01,Chicken
2025-01-03 00:00:00,Dinner,S,"Braised pork,mustard sage sauce,roasted potatoes,carrots,peas",AKL BKK,2025-01,Pork
2025-01-03 00:00:00,Dinner,S,"AKL/CHC, Chicken tikka masala,basmati rice, spinach dhal",AKL BKK,2025-01,Chicken
2025-01-03 00:00:00,Lunch,S,"AKL/CHC, beef fillet, gratin, roasted vegetable, honey glazed carrot, wholegrain jus",AKL BKK,2025-01,Beef
2025-01-03 00:00:00,Lunch,S,"Stirfried chicken hot bean sauce,vegetable,XO fried rice,",AKL BKK,2025-01,Chicken
2025-01-03 00:00:00,Dinner,Y,"Stirfried chicken oyster mushroom,egg noodle,large cass",AKL BKK,2025-01,Chicken
2025-01-03 00:00:00,Dinner,Y,"four cheese ravioli,beef bolognese, large cass",AKL BKK,2025-01,Beef
2025-01-03 00:00:00,Dinner,Y,"Dosai masala,vadai,sambar,coriander chutney,large cass",AKL BKK,2025-01,Vegetarian
2025-01-03 00:00:00,Lunch,Y,"Grilled chicken, garlic mushroom sauce, oven baked herb veg,herb potato",AKL BKK,2025-01,Chicken
2025-01-03 00:00:00,Lunch,Y,Paneer Briyani,AKL BKK,2025-01,Vegetarian
2025-01-03 00:00:00,Lunch,Y,"Gaeng phed neau,red curry beef,vegetable,rice,mini eggplant,fried basil,large cass",AKL BKK,2025-01,Beef
2025-01-04 00:00:00,Dinner,F,"MM23-2,beef cheek,polenta,braodbean,snow pea tendril,tarragon",AKL BKK,2025-01,Beef
2025-01-04 00:00:00,Dinner,F,"Grilled lamb chops, red wine sauce, bell pepper, carrot, zucchini mashed potatoes",AKL BKK,2025-01,Lamb
2025-01-04 00:00:00,Dinner,F,"Roasted salmon, fennel, dill potatoes, pomegranate, lemon vinaigrette",AKL BKK,2025-01,Seafood
2025-01-04 00:00:00,Lunch,F,"AKL, hapuka, hot bean sauce, carrot, bok choy, capsicum",AKL BKK,2025-01,Seafood
2025-01-04 00:00:00,Lunch,F,"AKL/CHC,hazlenut dukkah,salmon,roast fennel,tomato,potato,parsnip mash",AKL BKK,2025-01,Seafood
2025-01-04 00:00:00,Lunch,F,"Braised beef cheek,roasted seasonal vegetables,seared green asparagus,red wine sauce,SWP",AKL BKK,2025-01,Beef
2025-01-04 00:00:00,Lunch,F,"Chicken rogan josh,vegetable jalfrezi,bengali khatta begun,tadka moong dal,basmati rice",AKL BKK,2025-01,Chicken
2025-01-04 00:00:00,Dinner,J,"Congee prawn,fish fillet,scallop,cruller,",AKL BKK,2025-01,Seafood
2025-01-04 00:00:00,Dinner,J,"Beef lasagne,puttanesca sauce, salad",AKL BKK,2025-01,Beef
2025-01-04 00:00:00,Dinner,J,"Wokfried chicken,sesame oil ginger,vegetable,egg noodle",AKL BKK,2025-01,Chicken
2025-01-04 00:00:00,Lunch,J,"Confit duck,braised red cabbage,raisins,baby carrots,duck jus",AKL BKK,2025-01,Chicken
2025-01-04 00:00:00,Lunch,J,"cider roasted pork,polenta,caramelised apple, green beans",AKL BKK,2025-01,Pork
2025-01-04 00:00:00,Lunch,J,"Grilled salmon,roasted fennel, millet salad, parsley crumbs, lemon butter sauce",AKL BKK,2025-01,Seafood
2025-01-04 00:00:00,Lunch,J,"Indian chicken biryani,raita,pappadum",AKL BKK,2025-01,Chicken
2025-01-04 00:00:00,Dinner,S,"Braised pork,mustard sage sauce,roasted potatoes,carrots,peas",AKL BKK,2025-01,Pork
2025-01-04 00:00:00,Dinner,S,"AKL/CHC, Chicken tikka masala,basmati rice, spinach dhal",AKL BKK,2025-01,Chicken
2025-01-04 00:00:00,Lunch,S,"AKL/CHC, beef fillet, gratin, roasted vegetable, honey glazed carrot, wholegrain jus",AKL BKK,2025-01,Beef
2025-01-04 00:00:00,Lunch,S,"Stirfried chicken hot bean sauce,vegetable,XO fried rice,",AKL BKK,2025-01,Chicken
2025-01-04 00:00:00,Dinner,Y,"four cheese ravioli,beef bolognese, large cass",AKL BKK,2025-01,Beef
2025-01-04 00:00:00,Dinner,Y,"Stirfried chicken oyster mushroom,egg noodle,large cass",AKL BKK,2025-01,Chicken
2025-01-04 00:00:00,Dinner,Y,"Dosai masala,vadai,sambar,coriander chutney,large cass",AKL BKK,2025-01,Vegetarian
2025-01-04 00:00:00,Lunch,Y,Paneer Briyani,AKL BKK,2025-01,Vegetarian
2025-01-04 00:00:00,Lunch,Y,"Grilled chicken, garlic mushroom sauce, oven baked herb veg,herb potato",AKL BKK,2025-01,Chicken
2025-01-04 00:00:00,Lunch,Y,"Gaeng phed neau,red curry beef,vegetable,rice,mini eggplant,fried basil,large cass",AKL BKK,2025-01,Beef
2025-01-05 00:00:00,Dinner,F,"Grilled lamb chops, red wine sauce, bell pepper, carrot, zucchini mashed potatoes",AKL BKK,2025-01,Lamb
2025-01-05 00:00:00,Dinner,F,"Roasted salmon, fennel, dill potatoes, pomegranate, lemon vinaigrette",AKL BKK,2025-01,Seafood
2025-01-05 00:00:00,Dinner,F,"MM23-2,beef cheek,polenta,braodbean,snow pea tendril,tarragon",AKL BKK,2025-01,Beef
2025-01-05 00:00:00,Lunch,F,"AKL, hapuka, hot bean sauce, carrot, bok choy, capsicum",AKL BKK,2025-01,Seafood
2025-01-05 00:00:00,Lunch,F,"AKL/CHC,hazlenut dukkah,salmon,roast fennel,tomato,potato,parsnip mash",AKL BKK,2025-01,Seafood
2025-01-05 00:00:00,Lunch,F,"Braised beef cheek,roasted seasonal vegetables,seared green asparagus,red wine sauce,SWP",AKL BKK,2025-01,Beef
2025-01-05 00:00:00,Lunch,F,"Chicken rogan josh,vegetable jalfrezi,bengali khatta begun,tadka moong dal,basmati rice",AKL BKK,2025-01,Chicken
2025-01-05 00:00:00,Dinner,J,"Beef lasagne,puttanesca sauce, salad",AKL BKK,2025-01,Beef
2025-01-05 00:00:00,Dinner,J,"Wokfried chicken,sesame oil ginger,vegetable,egg noodle",AKL BKK,2025-01,Chicken
2025-01-05 00:00:00,Dinner,J,"Congee prawn,fish fillet,scallop,cruller,",AKL BKK,2025-01,Seafood
2025-01-05 00:00:00,Lunch,J,"Indian chicken biryani,raita,pappadum",AKL BKK,2025-01,Chicken
2025-01-05 00:00:00,Lunch,J,"Confit duck,braised red cabbage,raisins,baby carrots,duck jus",AKL BKK,2025-01,Chicken
2025-01-05 00:00:00,Lunch,J,"cider roasted pork,polenta,caramelised apple, green beans",AKL BKK,2025-01,Pork
2025-01-05 00:00:00,Lunch,J,"Grilled salmon,roasted fennel, millet salad, parsley crumbs, lemon butter sauce",AKL BKK,2025-01,Seafood
2025-01-05 00:00:00,Dinner,S,"Braised pork,mustard sage sauce,roasted potatoes,carrots,peas",AKL BKK,2025-01,Pork
2025-01-05 00:00:00,Dinner,S,"AKL/CHC, Chicken tikka masala,basmati rice, spinach dhal",AKL BKK,2025-01,Chicken
2025-01-05 00:00:00,Lunch,S,"Stirfried chicken hot bean sauce,vegetable,XO fried rice,",AKL BKK,2025-01,Chicken
2025-01-05 00:00:00,Lunch,S,"AKL/CHC, beef fillet, gratin, roasted vegetable, honey glazed carrot, wholegrain jus",AKL BKK,2025-01,Beef
2025-01-05 00:00:00,Dinner,Y,"Dosai masala,vadai,sambar,coriander chutney,large cass",AKL BKK,2025-01,Vegetarian
2025-01-05 00:00:00,Dinner,Y,"four cheese ravioli,beef bolognese, large cass",AKL BKK,2025-01,Beef
2025-01-05 00:00:00,Dinner,Y,"Stirfried chicken oyster mushroom,egg noodle,large cass",AKL BKK,2025-01,Chicken
2025-01-05 00:00:00,Lunch,Y,"Gaeng phed neau,red curry beef,vegetable,rice,mini eggplant,fried basil,large cass",AKL BKK,2025-01,Beef
2025-01-05 00:00:00,Lunch,Y,"Grilled chicken, garlic mushroom sauce, oven baked herb veg,herb potato",AKL BKK,2025-01,Chicken
2025-01-05 00:00:00,Lunch,Y,Paneer Briyani,AKL BKK,2025-01,Vegetarian
2025-01-06 00:00:00,Dinner,F,"Roti prata,chicken curry",AKL BKK,2025-01,Chicken
2025-01-06 00:00:00,Dinner,F,"Congee seafood,chinese cracker",AKL BKK,2025-01,Seafood
2025-01-06 00:00:00,Dinner,F,"Prawns,feta,grilled apricot,long beans,witlof,cos lettuce,chilli dressing",AKL BKK,2025-01,Seafood
2025-01-06 00:00:00,Lunch,F,"Khao thom,thai rice porridge,pork,minced pork ball,",AKL BKK,2025-01,Pork
2025-01-06 00:00:00,Lunch,F,"Chicken piccata,mashed potatoes,baby carrot,asparagus",AKL BKK,2025-01,Chicken
2025-01-06 00:00:00,Lunch,F,"MM23-2, grouper,mushroom dashi,bok choy,lime wedge",AKL BKK,2025-01,Seafood
2025-01-06 00:00:00,Lunch,F,"Wokfried scallop,ginger spring onion,vegetable,fried rice noodle",AKL BKK,2025-01,Seafood
2025-01-06 00:00:00,Dinner,J,"Wokfried chicken,sesame oil ginger,vegetable,egg noodle",AKL BKK,2025-01,Chicken
2025-01-06 00:00:00,Dinner,J,"Congee prawn,fish fillet,scallop,cruller,",AKL BKK,2025-01,Seafood
2025-01-06 00:00:00,Dinner,J,"Beef lasagne,puttanesca sauce, salad",AKL BKK,2025-01,Beef
2025-01-06 00:00:00,Lunch,J,"cider roasted pork,polenta,caramelised apple, green beans",AKL BKK,2025-01,Pork
2025-01-06 00:00:00,Lunch,J,"Grilled salmon,roasted fennel, millet salad, parsley crumbs, lemon butter sauce",AKL BKK,2025-01,Seafood
2025-01-06 00:00:00,Lunch,J,"Indian chicken biryani,raita,pappadum",AKL BKK,2025-01,Chicken
2025-01-06 00:00:00,Lunch,J,"Confit duck,braised red cabbage,raisins,baby carrots,duck jus",AKL BKK,2025-01,Chicken
2025-01-06 00:00:00,Dinner,S,"Braised pork,mustard sage sauce,roasted potatoes,carrots,peas",AKL BKK,2025-01,Pork
2025-01-06 00:00:00,Dinner,S,"AKL/CHC, Chicken tikka masala,basmati rice, spinach dhal",AKL BKK,2025-01,Chicken
2025-01-06 00:00:00,Lunch,S,"Stirfried chicken hot bean sauce,vegetable,XO fried rice,",AKL BKK,2025-01,Chicken
2025-01-06 00:00:00,Lunch,S,"AKL/CHC, beef fillet, gratin, roasted vegetable, honey glazed carrot, wholegrain jus",AKL BKK,2025-01,Beef
2025-01-06 00:00:00,Dinner,Y,"Stirfried chicken oyster mushroom,egg noodle,large cass",AKL BKK,2025-01,Chicken
2025-01-06 00:00:00,Dinner,Y,"four cheese ravioli,beef bolognese, large cass",AKL BKK,2025-01,Beef
2025-01-06 00:00:00,Dinner,Y,"Dosai masala,vadai,sambar,coriander chutney,large cass",AKL BKK,2025-01,Vegetarian
2025-01-06 00:00:00,Lunch,Y,"Gaeng phed neau,red curry beef,vegetable,rice,mini eggplant,fried basil,large cass",AKL BKK,2025-01,Beef
2025-01-06 00:00:00,Lunch,Y,"Grilled chicken, garlic mushroom sauce, oven baked herb veg,herb potato",AKL BKK,2025-01,Chicken
2025-01-06 00:00:00,Lunch,Y,Paneer Briyani,AKL BKK,2025-01,Vegetarian
2025-01-07 00:00:00,Dinner,F,"Prawns,feta,grilled apricot,long beans,witlof,cos lettuce,chilli dressing",AKL BKK,2025-01,Seafood
2025-01-07 00:00:00,Dinner,F,"Roti prata,chicken curry",AKL BKK,2025-01,Chicken
2025-01-07 00:00:00,Dinner,F,"Congee seafood,chinese cracker",AKL BKK,2025-01,Seafood
2025-01-07 00:00:00,Lunch,F,"Chicken piccata,mashed potatoes,baby carrot,asparagus",AKL BKK,2025-01,Chicken
2025-01-07 00:00:00,Lunch,F,"Khao thom,thai rice porridge,pork,minced pork ball,",AKL BKK,2025-01,Pork
2025-01-07 00:00:00,Lunch,F,"MM23-2, grouper,mushroom dashi,bok choy,lime wedge",AKL BKK,2025-01,Seafood
2025-01-07 00:00:00,Lunch,F,"Wokfried scallop,ginger spring onion,vegetable,fried rice noodle",AKL BKK,2025-01,Seafood
2025-01-07 00:00:00,Dinner,J,"Wokfried chicken,sesame oil ginger,vegetable,egg noodle",AKL BKK,2025-01,Chicken
2025-01-07 00:00:00,Dinner,J,"Congee prawn,fish fillet,scallop,cruller,",AKL BKK,2025-01,Seafood
2025-01-07 00:00:00,Dinner,J,"Beef lasagne,puttanesca sauce, salad",AKL BKK,2025-01,Beef
2025-01-07 00:00:00,Lunch,J,"Confit duck,braised red cabbage,raisins,baby carrots,duck jus",AKL BKK,2025-01,Chicken
2025-01-07 00:00:00,Lunch,J,"Grilled salmon,roasted fennel, millet salad, parsley crumbs, lemon butter sauce",AKL BKK,2025-01,Seafood
2025-01-07 00:00:00,Lunch,J,"Indian chicken biryani,raita,pappadum",AKL BKK,2025-01,Chicken
2025-01-07 00:00:00,Lunch,J,"cider roasted pork,polenta,caramelised apple, green beans",AKL BKK,2025-01,Pork
2025-01-07 00:00:00,Dinner,S,"Braised pork,mustard sage sauce,roasted potatoes,carrots,peas",AKL BKK,2025-01,Pork
2025-01-07 00:00:00,Dinner,S,"AKL/CHC, Chicken tikka masala,basmati rice, spinach dhal",AKL BKK,2025-01,Chicken
2025-01-07 00:00:00,Lunch,S,"Stirfried chicken hot bean sauce,vegetable,XO fried rice,",AKL BKK,2025-01,Chicken
2025-01-07 00:00:00,Lunch,S,"AKL/CHC, beef fillet, gratin, roasted vegetable, honey glazed carrot, wholegrain jus",AKL BKK,2025-01,Beef
